name,description,source,coreTag,status,category.id,category.name,category.description,category.status,keywords.0,keywords.1,keywords.2,keywords.3,keywords.4,keywords.5,keywords.6,keywords.7,keywords.8,keywords.9,keywords.10
Lawson: What's New in CU57 for Landmark Runtime Technology Overview,Lawson: What's New in CU57 for Landmark Runtime Technology Overview,Infor Campus,TRUE,TRUE,NPm6Zm49CuFA8ZkQrYOR,Product Specific - Technical,Product Specific - Technical,TRUE,lawson,what's,new,cu57,for,landmark,runtime,technology,overview
Infor: Consulting Essentials 10 - Communicating Powerfully,Infor: Consulting Essentials 10 - Communicating Powerfully,Infor Campus,TRUE,TRUE,NPm6Zm49CuFA8ZkQrYOR,Product Specific - Technical,Product Specific - Technical,TRUE,infor:,consulting,essentials,communicating,powerfully
